equipo,semana,t_prom,pct_fuera,pct_cumplimiento,interaccion,des_carga,correcciones,riesgo_final
7,25,3.684629,0.234732,0.482654,82.952852,0.057587,20,0.491319
7,26,6.341322,0.022519,1.0,89.209904,0.204422,3,0.144516
7,27,3.520241,0.530939,0.907274,66.108916,0.0,4,0.27775
7,28,9.038108,0.465825,0.403995,70.75846,0.29129,1,0.37785
7,29,6.818397,0.205883,0.349469,56.608819,0.128963,8,0.364316
7,30,5.123892,0.254013,0.830408,57.088663,0.119009,9,0.254147
7,31,7.298705,0.261229,0.745991,85.628421,0.0,0,0.198698
7,32,6.154264,0.292708,0.640812,78.942607,0.281272,10,0.385387
7,33,1.188918,0.403153,0.993739,78.496061,0.062194,11,0.319876
7,34,9.855825,0.09981,0.690208,80.813096,0.17547,4,0.273689
7,35,7.53893,0.277551,0.783695,58.120043,0.347232,4,0.279023
7,36,6.197054,0.423381,0.423831,34.398045,0.0,8,0.37627
7,37,5.262085,0.383268,0.603208,69.173289,0.132344,11,0.424118
7,38,4.53549,0.23024,0.956434,72.829857,0.0,11,0.255549
7,39,9.509993,0.450141,0.79843,67.502873,0.143261,11,0.430344
7,40,6.727928,0.422087,0.61992,50.055783,0.024149,4,0.271066
7,41,7.89626,0.594833,1.0,27.274442,0.256154,14,0.474834
7,42,6.410888,0.0,0.793578,39.963988,0.192663,2,0.167956
7,43,8.592835,0.116943,0.499379,15.319981,0.136324,6,0.276368
7,44,7.241935,0.178375,0.512203,51.445827,0.298035,11,0.407681
7,45,7.63453,0.047303,0.744456,67.27931,0.111733,10,0.279485
7,46,7.376204,0.363076,0.126251,90.807138,0.0,6,0.448332
7,47,5.421082,0.0,0.508431,87.121129,0.0,13,0.336316
7,48,3.352495,0.153828,0.524467,83.496465,0.257069,1,0.197951
7,49,4.130683,0.49981,0.454698,100.144506,0.164505,3,0.327217
7,50,4.276215,0.026339,0.757547,36.256417,0.0,7,0.153707
7,51,4.393124,0.093727,0.55507,109.094111,0.175349,9,0.261894
7,52,4.625245,0.301027,0.522936,84.440247,0.023141,7,0.309537
8,1,5.625905402438297,0.4701918076446858,0.6379256693927621,73.54606901595115,0.4311818543733726,4,0.3907620142979077
8,2,8.578822735168387,0.4613506447892385,0.4397415867111195,33.21028864832431,0.3104028422110456,1,0.4053446903248709
8,3,3.958764492587574,0.3800405125900354,0.5440873712669159,35.310432967606474,0.0644398609553246,6,0.3045977707948467
8,4,7.279008163272386,0.1080403634095791,0.8179008797362475,58.81628500502697,0.4371588024272085,10,0.3341017745915698
8,5,7.008019646689244,0.1033919227209779,0.5153734112852024,32.86080313865352,0.0844675315360822,11,0.3161867969419112
8,6,5.938437782866678,0.3206541022395138,0.6135948905631917,92.5952084027148,0.0643741991498219,9,0.3401697747924296
8,7,7.213553457664288,0.0235872839046593,0.8796462393454256,73.95302726436354,0.0408795159744359,13,0.2122720731348484
8,8,1.023355219452819,0.520980664221352,0.4507102046084091,71.80946575788013,0.4931284979334076,14,0.5837664646543861
8,9,4.334248925122438,0.2907137911146127,0.7709528629181777,55.82395476988407,0.2312673580665739,12,0.3732694621820256
8,10,8.599966053702659,0.4497697392051524,0.4182832916401565,90.70504867523064,0.1770733353965627,2,0.3492396816814774
8,11,3.1822345327125667,0.1615459385696285,0.6263704978627735,31.40498384444085,0.1610395827915891,6,0.2636616895105782
8,12,3.0989477039482107,0.2057561185669561,0.6843819648583337,54.85730122955133,0.324411420145788,1,0.2116345942971806
8,13,5.878713,0.183426,0.575552,53.494443,0.116351,10,0.356469
8,14,5.275408,0.218812,0.737222,53.501016,0.185441,8,0.345989
8,15,2.289728,0.421041,0.329849,63.568715,0.489427,10,0.474413
8,16,4.149977,0.296566,0.578404,41.277275,0.188158,8,0.323824
8,17,3.563613,0.062162,0.675758,70.857737,0.272408,12,0.326291
8,18,6.421804,0.342526,0.602716,46.946619,0.592663,5,0.361109
8,19,6.521981,0.333768,0.403817,83.686122,0.219769,2,0.35208
8,20,6.979146,0.078286,0.885745,73.379045,0.233338,15,0.36926
8,21,5.419788,0.180088,0.704705,69.330825,0.237357,4,0.249507
8,22,5.320287,0.066672,0.393667,71.298347,0.0,8,0.289059
8,23,8.607227,0.208196,0.716463,49.921951,0.25336,11,0.379243
8,24,7.863774,0.123917,0.661198,79.241419,0.341609,16,0.436226
8,25,2.197198,0.12381,0.716608,69.804538,0.251504,2,0.187001
8,26,2.565582,0.486595,1.0,66.883336,0.329182,5,0.231149
8,27,4.049154,0.107205,0.397424,97.010589,0.279064,9,0.339735
8,28,5.074437,0.453843,0.611683,70.532685,0.203323,6,0.326943
8,29,1.0,0.247267,0.625137,30.164249,0.229416,8,0.24034
8,30,3.303999,0.359951,0.675203,33.107301,0.260581,12,0.422986
8,31,5.259494,0.212491,0.521263,69.135669,0.266503,10,0.383542
8,32,7.439704,0.307272,0.735426,78.090086,0.105021,0,0.259246
8,33,6.098959,0.002479,0.508469,75.891527,0.189806,5,0.282958
8,34,2.988762,0.156863,0.648596,67.416682,0.315165,12,0.359846
8,35,6.65406,0.247664,0.626077,61.130399,0.269733,11,0.414439
8,36,5.592239,0.155014,0.62683,58.118539,0.266192,18,0.455346
8,37,6.494024,0.471349,0.631424,110.686198,0.173916,9,0.399162
8,38,4.648308,0.333276,0.744758,65.831115,0.438385,7,0.335046
8,39,10.0,0.357756,0.507611,43.315064,0.082704,12,0.469617
8,40,5.790559,0.280635,0.727369,39.927068,0.061236,8,0.327929
8,41,6.279935,0.154959,0.71919,42.213053,0.150735,3,0.252351
8,42,6.997621,0.393264,0.805478,121.235981,0.0,4,0.2597
8,43,3.45738,0.109784,0.571197,31.709071,0.289109,8,0.309217
8,44,6.697816,0.39293,0.560026,105.871252,0.272856,0,0.263877
8,45,1.33529,0.294256,0.598133,48.333013,0.559833,10,0.403413
8,46,3.265957,0.123,0.622155,62.585158,0.0,7,0.240463
8,47,4.973594,0.154295,0.534865,54.811397,0.249653,10,0.383643
8,48,4.784688,0.214482,0.682866,72.313578,0.164844,11,0.374257
8,49,8.567728,0.590946,0.485357,59.04988,0.236807,7,0.460963
8,50,1.94338,0.30695,0.500209,60.651782,0.106714,2,0.244005
8,51,5.846753,0.388933,0.947642,64.902233,0.313346,2,0.212222
8,52,9.262168,0.135748,0.45847,57.872324,0.220416,3,0.291932
9,1,1.7822825927868131,0.3222639250911286,0.7521046708125274,82.1807631929031,0.2158297731148397,2,0.2141373025907907
9,2,9.09682657430511,0.3645331333761437,0.5466118932787927,64.87733884942581,0.165174240640457,8,0.3579178282065652
9,3,3.1350411256239505,0.0610694835722422,0.4917154835105992,47.21704098691557,0.0803406866297778,10,0.3013262456153152
9,4,9.256560517769785,0.0031800038385632,0.9850402977670856,64.35241454811492,0.3614480483108878,13,0.2686333088420852
9,5,9.364383902148273,0.3340577358083578,0.7429676136819399,49.59853655621989,0.3847464665959684,5,0.3376059042372836
9,6,5.76856020863005,0.4243380573866667,0.8606677008657033,36.11031257127728,0.2530519781796735,14,0.4043327746117029
9,7,5.330260916693358,0.3195536595309515,0.4310941220934561,53.56229947357444,0.0672073384694871,6,0.3195074069860957
9,8,7.1611439309185,0.052720866745594,0.4832948640652122,30.18976295900308,0.0583480320708406,14,0.3505581097101525
9,9,5.244185696951425,0.2471045484883611,0.6093209599257972,95.0670400973478,0.4153097038938645,11,0.4275641921844057
9,10,9.918365288116515,0.1230010860319423,0.6275371509782802,94.85145965127978,0.3607982753756386,11,0.352101932401326
9,11,8.576458990824449,0.0838634259757736,0.8771603871159341,44.11391240334211,0.0818279714328522,4,0.1182859539262777
9,12,6.703827073481596,0.5447196782775096,0.5897179493778968,71.18146730565397,0.3414910317085662,7,0.4412390542362895
9,13,9.991557,0.10137,0.420944,81.432682,0.300201,6,0.318999
9,14,4.831827,0.230622,0.871767,38.757805,0.220445,11,0.267896
9,15,9.480316,0.036604,0.724916,66.427498,0.382096,11,0.305987
9,16,4.726866,0.263811,0.632091,71.406746,0.341276,11,0.387956
9,17,1.952118,0.161673,0.739778,37.596365,0.319417,12,0.333131
9,18,1.0,0.020151,0.998684,49.324111,0.0,14,0.226213
9,19,9.666302,0.287682,0.74721,68.935715,0.328572,18,0.55642
9,20,2.647395,0.316878,0.867505,87.041099,0.173145,13,0.37802
9,21,10.0,0.111003,0.577059,54.508007,0.164349,5,0.232865
9,22,5.641921,0.303578,0.579556,102.839113,0.233981,14,0.461714
9,23,8.938259,0.288075,0.907544,62.31469,0.300729,10,0.365566
9,24,7.836719,0.624439,0.618806,70.153008,0.406043,13,0.565843
9,25,1.0,0.328928,0.275481,92.803236,0.255564,13,0.435628
9,26,2.720143,0.284894,0.660517,50.509952,0.243837,20,0.518202
9,27,9.521386,0.385225,0.92704,57.010214,0.0,8,0.356503
9,28,4.243249,0.209692,0.544582,93.495202,0.335758,11,0.403952
9,29,6.680794,0.274021,0.457669,13.964586,0.252883,10,0.451731
9,30,10.0,0.510137,0.490637,53.513009,0.298547,19,0.692352
9,31,9.70409,0.173319,0.510863,78.118918,0.079944,8,0.360339
9,32,10.0,0.179012,0.236768,71.985337,0.135478,9,0.436595
9,33,6.062738,0.376004,0.396425,49.960696,0.326712,6,0.363537
9,34,8.525659,0.433252,0.65851,18.828883,0.329745,2,0.345325
9,35,4.458464,0.040494,0.588595,57.156277,0.143057,11,0.300991
9,36,9.340226,0.288407,0.543563,42.43718,0.004333,10,0.39797
9,37,1.0,0.147869,0.507721,95.083204,0.0,3,0.212763
9,38,10.0,0.111867,0.555096,74.395763,0.0,1,0.219387
9,39,10.0,0.165071,0.684216,85.555232,0.523448,6,0.355454
9,40,10.0,0.0,0.847442,39.151665,0.2463,8,0.253066
9,41,4.208481,0.287588,0.841798,58.311164,0.241826,11,0.320814
9,42,8.7116,0.380994,1.0,52.998991,0.168793,12,0.414527
9,43,5.379523,0.170673,0.761755,43.264203,0.175367,9,0.32541
9,44,5.19783,0.0,0.328832,33.953133,0.050561,8,0.269134
9,45,4.941265,0.10686,0.588842,89.624296,0.323658,9,0.315655
9,46,5.645755,0.296419,0.769336,41.53853,0.237175,1,0.229728
9,47,8.770299,0.191851,0.986413,42.107313,0.262196,9,0.307823
9,48,6.479338,0.25846,0.815802,90.815203,0.23182,12,0.360592
9,49,8.780248,0.10894,0.858553,108.774248,0.215251,0,0.155894
9,50,9.99809,0.335185,0.710282,82.857381,0.299116,14,0.514862
9,51,10.0,0.301761,0.825895,54.486272,0.148968,16,0.479113
9,52,8.881992,0.261322,0.563123,61.345342,0.430685,11,0.414523
10,1,4.952214177131966,0.2261666576549445,0.6776078714017639,51.09645119148995,0.3738046900881255,14,0.3839657693959884
10,2,4.523338991813517,0.3191144878129043,0.4399714674344902,46.03177736473575,0.2714246553067044,5,0.3925876029694696
10,3,9.458489112521276,0.3766248318428507,0.6009433687942517,39.74904508643711,0.397012594635148,12,0.5051018650602181
10,4,6.158357643316498,0.598615569554306,0.8514418720232937,79.48863228704212,0.3892859695253755,0,0.3238655702247565
10,5,1.3017919126220143,0.3419338109227899,0.8574752114444143,91.37359457332246,0.1710408743579537,5,0.2112868143459841
10,6,5.113001973535105,0.3623747232435075,0.701373008477518,67.79024459789858,0.2431787409978039,3,0.3036398238162905
10,7,7.500273115537596,0.4320219219276446,0.7846885797311784,78.576391112697,0.2713622216737981,10,0.4162807863824103
10,8,9.63167315107625,0.205514554307126,0.5364105898179923,59.6517803694338,0.143964808237863,10,0.357117178441129
10,9,2.380162628044722,0.3517378992100783,0.7035332073306796,72.80179648042534,0.0090550919104202,11,0.3281921474033709
10,10,9.26875470034672,0.474050782274452,0.4138135628725825,75.59570476917723,0.385623334259869,14,0.5803479207870513
10,11,6.460435417445703,0.2544784027814316,0.8418665413748336,95.40569103383103,0.4627842564533881,6,0.2945721827793539
10,12,2.489684593305608,0.1117925276964724,0.9024944734014952,53.25024888584572,0.1557221320228206,2,0.1119092304800334
10,13,5.156733,0.569705,0.657211,35.573138,0.527555,11,0.499343
10,14,4.711879,0.478659,0.602833,87.97211,0.345805,9,0.432768
10,15,5.271458,0.473883,0.549255,38.746032,0.355525,11,0.486205
10,16,6.931247,0.296174,0.823114,66.758046,0.207316,6,0.349474
10,17,1.0,0.40288,0.41442,65.644309,0.214512,0,0.263678
10,18,4.687324,0.064809,0.831745,93.067648,0.473344,9,0.288259
10,19,9.553051,0.556709,0.880458,50.836506,0.299945,10,0.41368
10,20,7.106804,0.633534,0.798667,93.750138,0.297465,7,0.434925
10,21,3.445997,0.212503,0.902451,91.954113,0.139506,12,0.306086
10,22,6.73778,0.397733,0.857391,69.037514,0.462585,9,0.410528
10,23,3.396332,0.618662,0.770481,80.237565,0.056481,4,0.346227
10,24,6.587046,0.088929,0.864671,57.904602,0.462741,7,0.280776
10,25,9.128055,0.221125,0.528128,64.07584,0.384147,1,0.257529
10,26,8.116185,0.259435,0.627646,34.572124,0.181502,8,0.385867
10,27,3.573029,0.553456,0.57921,55.429084,0.479699,9,0.445204
10,28,5.327957,0.513873,0.935573,53.053212,0.267146,8,0.336162
10,29,5.611231,0.338561,0.881558,89.023535,0.228561,7,0.321264
10,30,4.102961,0.414438,0.67807,50.341417,0.144117,15,0.453403
10,31,10.0,0.271056,0.740885,110.085437,0.130589,0,0.270372
10,32,3.414714,0.335175,0.595553,72.332861,0.144965,7,0.334438
10,33,2.897719,0.246804,0.635076,42.177587,0.216001,8,0.2997
10,34,4.996843,0.33528,0.583984,79.847783,0.466059,5,0.361787
10,35,5.087308,0.385411,0.952072,76.606484,0.034251,10,0.352347
10,36,5.13864,0.467379,0.578289,41.169608,0.291849,0,0.287188
10,37,9.435369,0.089452,0.480633,49.228418,0.264336,6,0.369585
10,38,8.488273,0.402293,0.716765,74.5553,0.156879,12,0.419531
10,39,8.149387,0.492159,0.727574,64.43631,0.326715,0,0.315097
10,40,5.446964,0.331283,0.809702,66.238971,0.119446,7,0.302505
10,41,6.097233,0.358931,0.86485,48.268798,0.296495,14,0.388014
10,42,6.281565,0.261724,0.631211,51.489199,0.250043,16,0.440875
10,43,2.438259,0.168516,0.978854,59.351845,0.269405,6,0.174092
10,44,5.100031,0.657631,0.92329,52.410923,0.359983,4,0.307734
10,45,8.673886,0.488771,0.865957,59.218116,0.250416,11,0.45256
10,46,4.648587,0.127264,0.711503,86.741596,0.111725,11,0.320745
10,47,7.906617,0.451293,0.577568,38.834272,0.201073,12,0.472045
10,48,3.792892,0.100952,0.983034,82.24053,0.376441,12,0.30884
10,49,5.073887,0.316567,0.621791,114.386911,0.34765,5,0.335811
10,50,2.890427,0.533571,0.583101,76.471893,0.416277,10,0.455661
10,51,5.800617,0.330527,0.597081,59.5803,0.471927,7,0.365066
10,52,4.299194,0.481002,0.804577,77.524653,0.238207,10,0.375344
11,1,6.321478921704363,0.2394016223220781,0.4328569832932188,53.46380691521307,0.4014267242990057,4,0.3408901725826299
11,2,4.730541257832649,0.5181108843677742,0.9537761390790908,62.599008562316925,0.2404184890445367,10,0.3792338795469926
11,3,5.069961468008264,0.1347628937639891,0.6714637096796161,39.85999142658599,0.0881934932531116,6,0.2477163069503531
11,4,3.498284553664763,0.1320583284486582,0.5276084706047358,66.06215776847688,0.4877706578413781,8,0.3545747749744817
11,5,2.3379645497780164,0.2487744742362142,0.4512098008471863,99.78119762921632,0.2510975051656213,0,0.257070823851076
11,6,4.841100148030744,0.4798692132445616,0.6096321994295998,62.77622799089655,0.3124879935255261,12,0.4558045498903002
11,7,5.248602505989993,0.3389046799575698,0.4394251836570114,84.28693316865073,0.2266444173740138,1,0.2867289892393775
11,8,5.473107539391241,0.4592137686397444,0.4617888875987893,53.40539679173375,0.0377516819019446,2,0.3854152543379743
11,9,4.359783846517777,0.1624468038861322,0.7863997259434095,58.61139197686675,0.0126931778301724,11,0.2839058190311538
11,10,3.2849970763897387,0.1176678598160716,0.7033047274636203,71.65342857902944,0.1696356229480954,4,0.1591315557109395
11,11,2.6069019584890025,0.3916476647111248,0.5429096686280359,36.96089749315416,0.121586095499727,13,0.4739959243133878
11,12,9.663843866993872,0.566645835346364,0.4846491092666282,58.44746157914654,0.1619950305533998,1,0.381302596242274
11,13,4.280553,0.475218,0.730958,45.263224,0.087667,7,0.382968
11,14,1.054127,0.361547,0.364932,51.303026,0.157493,4,0.291641
11,15,4.800423,0.227801,0.350876,75.877283,0.316354,10,0.378075
11,16,5.368788,0.426916,0.421022,62.48506,0.192777,15,0.573686
11,17,1.543577,0.725768,0.439886,79.366605,0.347297,1,0.388479
11,18,4.576864,0.406918,0.626272,83.11419,0.220029,5,0.355782
11,19,5.917214,0.436095,0.480654,44.162354,0.128588,3,0.354847
11,20,6.687971,0.29029,0.821498,86.105254,0.243916,2,0.278946
11,21,4.667495,0.336532,0.533514,46.863965,0.000492,9,0.340346
11,22,10.0,0.137252,0.384232,71.190228,0.426751,6,0.404785
11,23,1.194445,0.204416,0.414123,29.395858,0.225941,0,0.168697
11,24,3.739722,0.179137,0.65323,67.635659,0.336392,10,0.368862
11,25,4.782643,0.365679,0.671952,64.787196,0.152834,4,0.267166
11,26,5.607852,0.300337,0.480883,50.817974,0.03721,11,0.405044
11,27,3.105316,0.448709,0.497592,37.885202,0.354509,3,0.324444
11,28,4.866615,0.503622,0.592011,41.48886,0.286639,4,0.404713
11,29,4.784199,0.0,0.646879,96.116512,0.433378,15,0.362915
11,30,6.563603,0.197103,0.625234,40.20584,0.117678,3,0.269868
11,31,6.346488,0.361298,0.369099,56.910368,0.103223,10,0.470032
11,32,6.844624,0.191642,0.143153,31.621545,0.41144,4,0.366943
11,33,7.986911,0.523771,0.592729,57.227257,0.190526,7,0.467698
11,34,5.609509,0.435144,0.77894,42.000452,0.316637,5,0.26782
11,35,1.0,0.148424,0.675158,64.303129,0.235522,15,0.331566
11,36,4.73293,0.365838,0.468993,62.817886,0.0,13,0.423305
11,37,8.744326,0.310454,0.75597,61.399426,0.204937,3,0.290866
11,38,5.405964,0.186868,0.568413,51.724103,0.536282,6,0.377053
11,39,4.405233,0.358416,0.373825,54.556975,0.239243,13,0.486379
11,40,7.482397,0.421121,0.853457,61.299695,0.549158,4,0.325853
11,41,2.428735,0.698989,0.722039,56.519715,0.386899,9,0.500618
11,42,1.77061,0.272169,0.513521,28.029403,0.360069,5,0.318179
11,43,9.384119,0.257722,0.520249,64.38766,0.349679,3,0.323546
11,44,6.84619,0.378036,0.256167,41.032291,0.422759,8,0.459878
11,45,4.454357,0.317968,0.708423,38.72341,0.089739,7,0.299331
11,46,5.900581,0.113673,0.646841,81.29387,0.278526,7,0.290429
11,47,3.159771,0.303956,0.79365,60.257326,0.082793,4,0.228805
11,48,4.058632,0.395571,0.673795,77.773326,0.411715,11,0.401113
11,49,3.02595,0.303336,0.515366,42.545202,0.146507,4,0.263212
11,50,4.171102,0.509517,0.621159,105.277748,0.233552,5,0.355697
11,51,5.286125,0.387343,0.92654,47.636708,0.33145,7,0.280037
11,52,6.287997,0.524176,0.449328,62.170416,0.0,0,0.334971
12,1,1.1170173115966242,0.0513051185126808,0.5247317530876164,31.85725427116738,0.0907177175448986,3,0.2222648018109538
12,2,9.195616031862736,0.3748567626259506,0.601519514289901,87.75751319958619,0.1815296060975452,6,0.366290986089168
12,3,3.4125727674058863,0.3744893447094804,0.6456469913147442,68.64330265963861,0.2180632645676583,11,0.4028381958468959
12,4,6.091989579699044,0.5912203873450408,0.6826392716162886,42.74749971751083,0.242389183575173,0,0.3398946190733799
12,5,3.4180962344645147,0.3249805287965201,0.7800869318956885,48.05213798032416,0.069678037036412,10,0.2951004979174781
12,6,9.105150711127472,0.4147331145657926,0.8099103138672888,87.58087131381717,0.2648308393275405,9,0.3611972850989564
12,7,6.188648279628282,0.1644331324123236,0.732506801509476,75.59942718463049,0.4148709018536008,6,0.2694230781728151
12,8,7.589661206131561,0.1504383963369586,0.7798588380144685,64.599169509679,0.2866471890897003,0,0.146825489082459
12,9,4.768934724028658,0.2298831169496984,0.7113506231697025,33.28761767425385,0.0831416843780397,10,0.2980829872815025
12,10,9.239623095627229,0.4329197166731434,0.7662428002047745,96.4514757940436,0.1983246865260271,7,0.3671113148315506
12,11,9.43146765392282,0.4395432583261501,0.5289642271544541,32.18281945428993,0.1311320221499125,2,0.3292121498557347
12,12,9.597126814511313,0.0928032845299417,0.7739995305429945,63.19661160902587,0.1721918660221166,7,0.2214065006457635
12,13,5.246812,0.121215,0.717579,48.879899,0.149417,9,0.261131
12,14,3.976772,0.328793,0.791075,89.713192,0.130147,10,0.31545
12,15,10.0,0.117111,0.82674,45.770303,0.395858,8,0.30608
12,16,5.085298,0.431869,0.799343,59.356188,0.200557,9,0.370256
12,17,2.853742,0.16984,0.718142,89.18722,0.356446,9,0.311783
12,18,8.762918,0.193874,0.679568,41.88209,0.07224,7,0.317898
12,19,8.585956,0.393231,0.718889,73.906023,0.191892,8,0.371438
12,20,7.66602,0.413334,0.628272,62.19846,0.13426,4,0.307293
12,21,10.0,0.478633,0.748169,106.737818,0.177352,18,0.564941
12,22,7.334693,0.238085,0.73177,80.376882,0.184825,13,0.41145
12,23,7.378939,0.154056,0.736356,57.88779,0.135784,3,0.292469
12,24,5.833989,0.063984,0.625437,59.800286,0.25036,8,0.310635
12,25,4.730508,0.359425,0.607773,46.624813,0.105082,1,0.27276
12,26,8.588731,0.464,0.698693,79.012955,0.021391,9,0.412038
12,27,8.410783,0.365931,0.596748,26.251991,0.125485,8,0.411464
12,28,2.638367,0.142205,0.622952,52.709265,0.060999,0,0.120844
12,29,6.845889,0.109414,0.683286,85.547522,0.066979,5,0.26476
12,30,5.386122,0.209174,0.810353,53.894506,0.305702,8,0.294679
12,31,7.984246,0.356139,0.796188,48.278428,0.200214,6,0.347877
12,32,3.630107,0.470626,0.741107,30.452619,0.315996,15,0.502643
12,33,10.0,0.3175,0.529758,18.225278,0.221433,4,0.337251
12,34,6.414776,0.40465,0.550492,50.585406,0.345918,2,0.351615
12,35,5.193822,0.393179,0.803781,78.188995,0.286323,1,0.274548
12,36,4.129172,0.346128,0.720439,72.247847,0.229555,3,0.227328
12,37,9.12035,0.334013,0.808951,59.958809,0.056722,10,0.366663
12,38,7.585867,0.197045,0.85811,40.665976,0.162651,6,0.238785
12,39,7.552639,0.568415,0.646073,70.16093,0.0,6,0.380563
12,40,4.228112,0.481224,0.662384,56.88004,0.158706,0,0.22854
12,41,9.377121,0.0,0.618673,51.725526,0.369109,9,0.327774
12,42,10.0,0.18175,0.795018,29.479614,0.302603,4,0.258386
12,43,5.968049,0.349054,0.645647,73.844256,0.138288,8,0.368849
12,44,6.420053,0.230918,0.70984,73.758446,0.400675,10,0.403567
12,45,10.0,0.388275,0.742926,77.324662,0.096028,4,0.313859
12,46,8.47011,0.274838,0.708517,86.217847,0.281758,5,0.306184
12,47,9.881091,0.430671,0.535246,53.73327,0.212547,9,0.486313
12,48,7.417769,0.399664,0.701159,45.36754,0.170207,6,0.349433
12,49,1.140673,0.238133,0.700371,54.470441,0.171639,8,0.24564
12,50,1.885803,0.246239,0.770684,100.136042,0.27372,0,0.156119
12,51,7.338863,0.332658,0.748355,39.727021,0.202569,8,0.376779
12,52,4.265088,0.246734,0.42623,46.582625,0.1441,2,0.266447
13,1,7.55369880583243,0.2972947897237191,0.8130414378566416,60.43791370226224,0.1232010166195534,2,0.1959439745961223
13,2,8.266872266350852,0.5772592714584706,0.8740081352751137,78.33921627119484,0.2606503337067847,11,0.4191574761601858
13,3,5.877108526405223,0.523767501525845,0.8393349318457367,86.45928035030148,0.3293916833553587,5,0.3568247298285585
13,4,9.130274313724223,0.387998951470298,0.8159051268741548,33.6117064661097,0.3349587322750196,15,0.4490420673305939
13,5,7.350176552641196,0.5551489904493995,0.5083452070764002,69.75616613868407,0.4577441487940209,13,0.5892485328570717
13,6,2.7333912500706736,0.0691692127483706,0.6530575958383076,85.67392865713683,0.3725322740601102,3,0.2137058919590513
13,7,8.600944586815633,0.1914602839459533,0.8973492844904064,32.59053443008448,0.2981349392410265,2,0.1618519377851026
13,8,8.96498520870953,0.3181590795809401,0.664619297048897,58.31398147772956,0.2862138797167328,7,0.400614529673183
13,9,5.855421631378035,0.4744338989033781,0.5912515017592419,73.81239635059063,0.4429888741180935,9,0.4724746860325117
13,10,5.157485655180288,0.5942047880050663,0.4001425141455307,42.983103670370575,0.1919819449598628,15,0.6162495868317329
13,11,8.189049121962988,0.5987604663200025,0.6104270892710261,83.70318022517888,0.200965456804621,4,0.4524399084531896
13,12,3.445182739621037,0.2389724303853813,0.4550196010668581,53.545932467989545,0.2612595958172615,0,0.2591299506502207
13,13,6.640479,0.0,0.71354,45.13575,0.344909,0,0.160107
13,14,6.153499,0.456268,0.69809,58.284757,0.144079,0,0.246326
13,15,6.742637,0.293757,0.783245,57.814851,0.200819,6,0.308439
13,16,7.456685,0.737168,0.563071,61.833667,0.338993,7,0.492785
13,17,3.439969,0.311128,0.494202,29.542691,0.217638,2,0.28327
13,18,8.04866,0.241041,0.632601,26.971412,0.247568,9,0.399442
13,19,5.232159,0.589784,0.419004,38.898709,0.367155,16,0.618435
13,20,6.67392,0.010778,0.332788,65.796735,0.261104,1,0.237826
13,21,7.007135,0.570626,0.700116,87.263489,0.297463,7,0.451129
13,22,4.663359,0.904086,0.740719,70.707781,0.348824,17,0.66312
13,23,3.32038,0.652483,0.618877,65.362033,0.169607,10,0.43857
13,24,6.975069,0.351559,1.0,101.988947,0.301288,8,0.315006
13,25,9.130808,0.343567,0.605191,82.384052,0.243202,7,0.353224
13,26,8.269624,0.748311,0.79958,91.822645,0.21263,8,0.450235
13,27,6.272229,0.539918,0.694198,35.675464,0.166054,0,0.301157
13,28,10.0,0.64517,0.354304,91.027188,0.389676,0,0.436054
13,29,9.108338,0.500371,0.454154,75.198729,0.084362,6,0.458012
13,30,6.799806,0.31325,0.828183,82.309024,0.426788,12,0.444884
13,31,8.331174,0.449568,0.692104,58.63449,0.176251,2,0.308712
13,32,7.27787,0.659142,0.669764,82.870106,0.403871,6,0.470113
13,33,6.238446,0.63798,0.785054,40.014919,0.312712,16,0.552704
13,34,7.719939,0.499559,0.50051,73.244735,0.158226,4,0.412864
13,35,7.524993,0.347925,0.752833,62.095148,0.297918,11,0.399725
13,36,6.846833,0.346536,0.40711,45.289445,0.45243,9,0.428421
13,37,3.45905,0.382218,0.942486,59.62095,0.426486,9,0.349924
13,38,3.897627,0.569396,0.619892,80.127952,0.215801,8,0.421523
13,39,6.430254,0.474357,0.631552,50.590693,0.456133,13,0.494157
13,40,7.978689,0.269786,0.47532,83.462611,0.12741,12,0.43874
13,41,6.30699,0.475285,0.775757,47.127771,0.367956,8,0.369267
13,42,6.396303,0.648526,0.962121,77.281097,0.178438,10,0.445053
13,43,8.315741,0.542191,0.738679,61.854496,0.236243,0,0.318849
13,44,7.159136,0.501645,0.449313,75.868222,0.500735,8,0.489722
13,45,7.422645,0.764622,0.502718,67.238238,0.217243,4,0.462661
13,46,9.648005,0.723368,0.753119,55.912823,0.544259,5,0.469494
13,47,2.956273,0.651168,0.841607,110.496564,0.158655,15,0.486192
13,48,8.48804,0.108391,0.926646,78.63218,0.292804,11,0.309433
13,49,5.51851,0.319579,0.361663,80.101896,0.415023,3,0.363076
13,50,6.191268,0.460756,0.570103,46.012774,0.401165,7,0.471999
13,51,6.859635,0.237083,0.88562,75.590527,0.368865,14,0.393512
13,52,6.48765,0.371647,0.457275,58.120171,0.429404,8,0.404505
14,1,3.148994311914721,0.0662844678788368,0.6127732945844659,50.10672941578572,0.148154060227995,13,0.2911440955728906
14,2,9.193051918517808,0.0270604063321939,0.4656805592074691,57.41410983782493,0.0622187786484281,10,0.3015607211656759
14,3,9.549650655552028,0.4718070086493312,0.4536466013873557,59.23065430494498,0.4395591537810823,13,0.5795968219241624
